Row,FCM1,FCM5,FCM10,FCM30,PFNPEC,PFNP,SP500,SPSPF
23-Jan-2013,0.15,0.76,1.86,3.02,0,0.13,1494.81,233.34
24-Jan-2013,0.15,0.78,1.88,3.04,-0.01,0.135,1494.82,234.44
25-Jan-2013,0.15,0.87,1.98,3.14,-0.01,0.135,1502.96,235.54
28-Jan-2013,0.16,0.89,2,3.15,-0.01,0.135,1500.18,234.49
29-Jan-2013,0.15,0.9,2.03,3.18,0.02,0.135,1507.84,235.48
30-Jan-2013,0.15,0.88,2.03,3.19,0.02,0.135,1501.96,234.43
31-Jan-2013,0.15,0.88,2.02,3.17,NaN,NaN,1498.11,234.02
01-Feb-2013,0.15,0.88,2.04,3.21,-0.01,0.13,1513.17,237.28
04-Feb-2013,0.15,0.85,2,3.17,0,0.13,1495.71,234.2
05-Feb-2013,0.15,0.88,2.04,3.21,0,0.13,1511.29,236.87
06-Feb-2013,0.15,0.84,2,3.18,0,0.13,1512.12,237.26
07-Feb-2013,0.15,0.83,1.99,3.17,0,0.13,1509.39,236.33
08-Feb-2013,0.14,0.84,1.99,3.17,-0.01,0.13,1517.93,237.18
11-Feb-2013,0.15,0.85,1.99,3.16,-0.01,0.135,1517.01,238.04
12-Feb-2013,0.14,0.88,2.02,3.19,0.01,0.135,1519.43,239.84
13-Feb-2013,0.15,0.92,2.05,3.23,0,0.14,1520.33,239.29
14-Feb-2013,0.16,0.86,2,3.17,0,0.14,1521.38,240.03
15-Feb-2013,0.17,0.87,2.01,3.18,-0.02,0.14,1519.79,239.26
18-Feb-2013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19-Feb-2013,0.17,0.89,2.03,3.21,-0.01,0.14,1530.94,241.31
20-Feb-2013,0.17,0.88,2.02,3.2,-0.01,0.14,1511.95,237.86
21-Feb-2013,0.16,0.86,1.99,3.17,-0.02,0.14,1502.42,235.77
22-Feb-2013,0.16,0.84,1.97,3.15,-0.02,0.14,1515.6,238.67
25-Feb-2013,0.16,0.78,1.88,3.08,-0.01,0.14,1487.85,232.26
26-Feb-2013,0.17,0.78,1.88,3.08,0,0.14,1496.94,233.38
27-Feb-2013,0.17,0.78,1.91,3.11,0,0.14,1515.99,237.16
28-Feb-2013,0.17,0.77,1.89,3.1,0,0.14,1514.68,236.67
01-Mar-2013,0.16,0.75,1.86,3.06,0,0.14,1518.2,237.4
04-Mar-2013,0.16,0.76,1.88,3.08,-0.02,0.14,1525.2,239.42
05-Mar-2013,0.15,0.77,1.9,3.1,-0.01,0.14,1539.79,241.42
06-Mar-2013,0.15,0.81,1.95,3.15,-0.01,0.14,1541.46,243.04
07-Mar-2013,0.15,0.85,2,3.2,-0.02,0.14,1544.26,244.64
08-Mar-2013,0.15,0.9,2.06,3.25,-0.01,0.14,1551.18,245.46
11-Mar-2013,0.15,0.9,2.07,3.26,-0.02,0.14,1556.22,247.31
12-Mar-2013,0.15,0.88,2.03,3.22,-0.01,0.14,1552.48,245.75
13-Mar-2013,0.15,0.89,2.04,3.22,0,0.14,1554.52,246.61
14-Mar-2013,0.15,0.88,2.04,3.25,-0.01,0.14,1563.23,248.1
15-Mar-2013,0.14,0.84,2.01,3.22,NaN,NaN,1560.7,248.77
18-Mar-2013,0.15,0.81,1.96,3.18,-0.02,0.14,1552.1,246.4
19-Mar-2013,0.15,0.79,1.92,3.13,-0.01,0.145,1548.34,245.1
20-Mar-2013,0.15,0.81,1.96,3.19,-0.01,0.145,1558.71,246.53
21-Mar-2013,0.14,0.81,1.95,3.15,-0.02,0.14,1545.8,243.85
22-Mar-2013,0.14,0.8,1.93,3.13,-0.01,0.14,1556.89,245.13
25-Mar-2013,0.14,0.8,1.93,3.14,-0.01,0.14,1551.69,244.42
26-Mar-2013,0.14,0.79,1.92,3.13,0,0.14,1563.77,245.97
27-Mar-2013,0.14,0.76,1.87,3.09,0.02,0.14,1562.85,244.84
28-Mar-2013,0.14,0.77,1.87,3.1,0.01,0.14,1569.19,245.41
29-Mar-2013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01-Apr-2013,0.14,0.76,1.86,3.08,-0.02,0.14,1562.17,244.23
02-Apr-2013,0.14,0.78,1.88,3.1,-0.01,0.135,1570.25,245.77
03-Apr-2013,0.13,0.73,1.83,3.05,-0.01,0.135,1553.69,241.49
04-Apr-2013,0.13,0.69,1.78,2.99,-0.01,0.13,1559.98,243.67
05-Apr-2013,0.13,0.68,1.72,2.87,-0.02,0.13,1553.28,242.95
08-Apr-2013,0.13,0.71,1.76,2.91,-0.02,0.13,1563.07,245.47
09-Apr-2013,0.13,0.7,1.78,2.94,-0.02,0.13,1568.61,246.44
10-Apr-2013,0.12,0.74,1.84,3.01,-0.02,0.13,1587.73,249.38
11-Apr-2013,0.12,0.74,1.82,3.01,-0.02,0.13,1593.37,250.11
12-Apr-2013,0.11,0.7,1.75,2.92,-0.02,0.13,1588.85,249.04
15-Apr-2013,0.12,0.69,1.72,2.88,-0.02,0.13,1552.36,243.52
16-Apr-2013,0.13,0.71,1.75,2.91,-0.02,0.13,1574.57,247.45
17-Apr-2013,0.13,0.71,1.73,2.89,-0.02,0.13,1552.01,242.72
18-Apr-2013,0.12,0.71,1.72,2.87,-0.02,0.13,1541.61,240.21
19-Apr-2013,0.12,0.72,1.73,2.88,-0.01,0.135,1555.25,243.61
22-Apr-2013,0.12,0.7,1.72,2.88,-0.01,0.135,1562.5,243.83
23-Apr-2013,0.12,0.71,1.74,2.9,-0.01,0.135,1578.78,248.23
24-Apr-2013,0.13,0.7,1.73,2.89,0.01,0.135,1578.79,249.92
25-Apr-2013,0.12,0.71,1.74,2.91,0.01,0.135,1585.16,251.18
26-Apr-2013,0.12,0.68,1.7,2.87,0,0.13,1582.24,250.1
29-Apr-2013,0.12,0.68,1.7,2.88,-0.01,0.125,1593.61,251.21
30-Apr-2013,0.11,0.68,1.7,2.88,-0.02,0.125,1597.57,252
01-May-2013,0.11,0.65,1.66,2.83,-0.02,0.125,1582.7,249.27
02-May-2013,0.11,0.65,1.66,2.82,-0.02,0.125,1597.59,251.3
03-May-2013,0.11,0.73,1.78,2.96,-0.02,0.125,1614.42,253.91
06-May-2013,0.11,0.74,1.8,2.98,-0.02,0.125,1617.5,256.54
07-May-2013,0.1,0.75,1.82,3,0.01,0.125,1625.96,257.98
08-May-2013,0.11,0.75,1.81,2.99,0.01,0.125,1632.69,259.77
09-May-2013,0.11,0.75,1.81,3.01,0.01,0.125,1626.67,257.75
10-May-2013,0.11,0.82,1.9,3.1,0.01,0.125,1633.7,258.95
13-May-2013,0.13,0.83,1.92,3.13,0.01,0.125,1633.77,259.85
14-May-2013,0.12,0.85,1.96,3.17,0.02,0.125,1650.34,264.28
15-May-2013,0.12,0.84,1.94,3.16,0.01,0.125,1658.78,266.78
16-May-2013,0.12,0.79,1.87,3.09,0.02,0.125,1650.47,264.86
17-May-2013,0.12,0.84,1.95,3.17,0.02,0.12,1667.47,268.47
20-May-2013,0.12,0.85,1.97,3.18,0.02,0.115,1666.29,268.96
21-May-2013,0.12,0.84,1.94,3.14,0.03,0.115,1669.16,269.65
22-May-2013,0.11,0.91,2.03,3.21,0.04,0.115,1655.35,266.81
23-May-2013,0.12,0.91,2.02,3.2,0.04,0.115,1650.51,265.08
24-May-2013,0.12,0.9,2.01,3.18,0.02,0.11,1649.6,265.42
27-May-2013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28-May-2013,0.13,1.02,2.15,3.31,0.02,0.11,1660.06,268.11
29-May-2013,0.14,1.02,2.13,3.27,0.02,0.105,1648.36,268.18
30-May-2013,0.13,1.01,2.13,3.28,0.02,0.105,1654.41,271.05
31-May-2013,0.14,1.05,2.16,3.3,0.02,0.105,1630.74,266.8
03-Jun-2013,0.14,1.03,2.13,3.27,0,0.102,1640.42,267.2
04-Jun-2013,0.14,1.05,2.14,3.3,-0.01,0.102,1631.38,264.79
05-Jun-2013,0.14,1.02,2.1,3.25,0.01,0.102,1608.9,260.3
06-Jun-2013,0.14,1.01,2.08,3.23,0,0.102,1622.56,264.03
07-Jun-2013,0.14,1.1,2.17,3.33,0.01,0.097,1643.38,268.46
10-Jun-2013,0.14,1.13,2.22,3.36,0.01,0.095,1642.81,268.67
11-Jun-2013,0.14,1.12,2.2,3.33,0.01,0.095,1626.13,263.99
12-Jun-2013,0.14,1.15,2.25,3.37,0.02,0.095,1612.52,261.47
13-Jun-2013,0.14,1.11,2.19,3.33,0,0.092,1636.36,266.18
14-Jun-2013,0.13,1.04,2.14,3.28,-0.01,0.092,1626.73,262.85
17-Jun-2013,0.13,1.06,2.19,3.35,-0.02,0.092,1639.04,265.35
18-Jun-2013,0.13,1.07,2.2,3.34,-0.03,0.092,1651.81,267
19-Jun-2013,0.13,1.24,2.33,3.41,0,0.097,1628.93,263.27
20-Jun-2013,0.14,1.31,2.41,3.49,0.02,0.12,1588.19,257.59
21-Jun-2013,0.13,1.42,2.52,3.56,0.02,0.125,1592.43,257.96
24-Jun-2013,0.16,1.48,2.57,3.56,0.02,0.125,1573.09,253.31
25-Jun-2013,0.17,1.49,2.6,3.6,0.04,0.125,1588.03,258.07
26-Jun-2013,0.16,1.45,2.55,3.58,0.04,0.125,1603.26,260.55
27-Jun-2013,0.15,1.38,2.49,3.54,0.03,0.12,1613.2,263.86
28-Jun-2013,0.15,1.41,2.52,3.52,0.05,0.115,1606.28,262.06
01-Jul-2013,0.15,1.39,2.5,3.48,0.01,0.11,1614.96,263.33
02-Jul-2013,0.14,1.38,2.48,3.47,0,0.105,1614.08,263.43
03-Jul-2013,0.14,1.42,2.52,3.49,0,0.105,1615.41,262.53
04-Jul-2013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
05-Jul-2013,0.15,1.6,2.73,3.68,0,0.105,1631.89,267.15
08-Jul-2013,0.14,1.51,2.65,3.63,0,0.105,1640.46,269.18
09-Jul-2013,0.14,1.5,2.65,3.64,0,0.105,1652.32,271.43
10-Jul-2013,0.13,1.54,2.7,3.68,0.02,0.105,1652.62,269.73
11-Jul-2013,0.13,1.4,2.6,3.64,0.02,0.105,1675.02,272.2
12-Jul-2013,0.12,1.43,2.61,3.64,0.02,0.105,1680.19,274.37
15-Jul-2013,0.11,1.4,2.57,3.61,0.02,0.105,1682.5,275.41
16-Jul-2013,0.1,1.38,2.55,3.58,0.02,0.105,1676.26,274.32
17-Jul-2013,0.11,1.33,2.52,3.57,0.02,0.105,1680.91,275.58
18-Jul-2013,0.11,1.35,2.56,3.63,0.02,0.105,1689.37,279.27
19-Jul-2013,0.11,1.31,2.5,3.56,0.01,0.1,1692.09,279.31
22-Jul-2013,0.1,1.32,2.5,3.55,0.01,0.1,1695.53,281.22
23-Jul-2013,0.12,1.33,2.53,3.58,0.01,0.1,1692.39,280.52
24-Jul-2013,0.12,1.4,2.61,3.65,0.01,0.1,1685.94,278.15
25-Jul-2013,0.12,1.38,2.61,3.65,0.01,0.1,1690.25,278.4
26-Jul-2013,0.11,1.36,2.58,3.61,0.01,0.1,1691.65,278.07
29-Jul-2013,0.11,1.37,2.61,3.66,0.02,0.1,1685.33,275.99
30-Jul-2013,0.11,1.39,2.63,3.67,0.01,0.1,1685.96,275.74
31-Jul-2013,0.11,1.38,2.6,3.64,0.01,0.1,1685.73,275.89
01-Aug-2013,0.13,1.49,2.74,3.77,0.02,0.105,1706.87,280.5
02-Aug-2013,0.11,1.36,2.63,3.69,0.01,0.1,1709.67,280.43
05-Aug-2013,0.12,1.39,2.67,3.73,0.02,0.1,1707.14,279.78
06-Aug-2013,0.12,1.39,2.67,3.73,0.01,0.1,1697.37,277.38
07-Aug-2013,0.12,1.38,2.61,3.68,0.01,0.1,1690.91,275.15
08-Aug-2013,0.12,1.36,2.58,3.65,0.01,0.1,1697.48,275.81
09-Aug-2013,0.11,1.36,2.57,3.63,0.02,0.1,1691.42,275.04
12-Aug-2013,0.12,1.39,2.61,3.67,0.02,0.095,1689.47,273.78
13-Aug-2013,0.12,1.49,2.71,3.75,0.02,0.095,1694.16,274.95
14-Aug-2013,0.12,1.48,2.71,3.75,0.01,0.095,1685.39,273.94
15-Aug-2013,0.13,1.54,2.77,3.81,0.02,0.095,1661.32,269.96
16-Aug-2013,0.13,1.6,2.84,3.86,0.01,0.095,1655.83,269.49
19-Aug-2013,0.13,1.63,2.88,3.89,0.01,0.095,1646.06,265.9
20-Aug-2013,0.13,1.57,2.82,3.86,0.01,0.095,1652.35,268.26
21-Aug-2013,0.14,1.64,2.87,3.9,0.02,0.095,1642.8,266.57
22-Aug-2013,0.14,1.71,2.9,3.88,0.01,0.095,1656.96,269.55
23-Aug-2013,0.14,1.66,2.82,3.8,0.02,0.095,1663.5,269.78
26-Aug-2013,0.13,1.61,2.79,3.77,0.02,0.095,1656.78,268.22
27-Aug-2013,0.12,1.56,2.72,3.7,0.02,0.095,1630.48,261.71
28-Aug-2013,0.14,1.62,2.78,3.75,0.02,0.09,1634.96,262.02
29-Aug-2013,0.14,1.6,2.75,3.7,0.01,0.09,1638.17,262.76
30-Aug-2013,0.13,1.62,2.78,3.7,0.02,0.085,1632.97,261.5
02-Sep-2013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
03-Sep-2013,0.14,1.68,2.86,3.79,0,0.085,1639.77,263.7
04-Sep-2013,0.14,1.74,2.9,3.8,0.01,0.085,1653.08,265.7
05-Sep-2013,0.16,1.85,2.98,3.88,0.01,0.085,1655.08,266.29
06-Sep-2013,0.14,1.77,2.94,3.87,0,0.082,1655.17,266.2
09-Sep-2013,0.12,1.71,2.9,3.84,0,0.082,1671.71,269.24
10-Sep-2013,0.13,1.78,2.96,3.88,0,0.082,1683.99,272.43
11-Sep-2013,0.12,1.72,2.93,3.85,0,0.082,1689.13,272.79
12-Sep-2013,0.13,1.72,2.92,3.85,0,0.082,1683.42,270.82
13-Sep-2013,0.13,1.71,2.9,3.84,0,0.082,1687.99,271.33
16-Sep-2013,0.13,1.65,2.88,3.87,0,0.082,1697.6,274.31
17-Sep-2013,0.12,1.62,2.86,3.84,0,0.082,1704.76,275.54
18-Sep-2013,0.11,1.43,2.69,3.75,0,0.082,1725.52,278.27
19-Sep-2013,0.1,1.49,2.76,3.8,0.01,0.1,1722.34,276.95
20-Sep-2013,0.11,1.5,2.75,3.77,0.02,0.1,1709.91,275.65
23-Sep-2013,0.1,1.48,2.72,3.73,0.01,0.1,1701.84,271.64
24-Sep-2013,0.1,1.44,2.67,3.67,0.01,0.1,1697.42,269.89
25-Sep-2013,0.1,1.41,2.63,3.65,0.02,0.1,1692.77,271.32
26-Sep-2013,0.09,1.43,2.66,3.69,0.02,0.105,1698.67,271.43
27-Sep-2013,0.1,1.4,2.64,3.68,0.02,0.105,1691.75,270.36
30-Sep-2013,0.1,1.39,2.64,3.69,0.05,0.105,1681.55,268.37
01-Oct-2013,0.1,1.42,2.66,3.72,0.02,0.105,1695,270.3
02-Oct-2013,0.11,1.38,2.63,3.7,0.03,0.1,1693.87,270.07
03-Oct-2013,0.11,1.36,2.62,3.71,0.02,0.1,1678.66,267.91
04-Oct-2013,0.11,1.41,2.66,3.73,0.02,0.1,1690.5,270.26
07-Oct-2013,0.12,1.41,2.65,3.7,0.02,0.105,1676.12,267.02
08-Oct-2013,0.15,1.43,2.66,3.7,0.04,0.115,1655.45,263.53
09-Oct-2013,0.15,1.43,2.68,3.73,0.03,0.115,1656.4,264.43
10-Oct-2013,0.14,1.44,2.71,3.75,0.02,0.105,1692.56,272.16
11-Oct-2013,0.14,1.42,2.7,3.74,0,0.105,1703.2,273.73
14-Oct-2013,NaN,NaN,NaN,NaN,0,0.105,1710.14,274.95
15-Oct-2013,0.16,1.45,2.75,3.78,0,0.105,1698.06,272.87
16-Oct-2013,0.15,1.41,2.69,3.72,-0.02,0.095,1721.54,278.75
17-Oct-2013,0.13,1.35,2.61,3.66,-0.01,0.09,1733.15,281.23
18-Oct-2013,0.12,1.35,2.6,3.65,-0.01,0.09,1744.5,281.92
21-Oct-2013,0.11,1.38,2.63,3.68,0,0.09,1744.66,281.39
22-Oct-2013,0.1,1.3,2.54,3.61,0.01,0.09,1754.67,281.83
23-Oct-2013,0.11,1.3,2.51,3.59,0.01,0.085,1746.38,279.44
24-Oct-2013,0.12,1.32,2.53,3.61,0.01,0.085,1752.07,279.77
25-Oct-2013,0.11,1.3,2.53,3.6,0.01,0.085,1759.77,280.94
28-Oct-2013,0.11,1.31,2.54,3.61,0.01,0.085,1762.11,280.35
29-Oct-2013,0.11,1.29,2.53,3.62,0.01,0.085,1771.95,281.25
30-Oct-2013,0.11,1.3,2.55,3.63,0.01,0.085,1763.31,279.98
31-Oct-2013,0.1,1.31,2.57,3.63,0.02,0.085,1756.54,276.82
01-Nov-2013,0.1,1.37,2.65,3.69,0.01,0.085,1761.64,277.54
04-Nov-2013,0.09,1.36,2.63,3.7,0.01,0.085,1767.93,277.79
05-Nov-2013,0.1,1.39,2.69,3.76,0.01,0.085,1762.97,276.51
06-Nov-2013,0.11,1.34,2.67,3.77,0.01,0.085,1770.49,277.42
07-Nov-2013,0.11,1.31,2.63,3.71,0.01,0.085,1747.15,274.25
08-Nov-2013,0.12,1.42,2.77,3.84,0.01,0.085,1770.61,280.51
11-Nov-2013,NaN,NaN,NaN,NaN,0.01,0.085,1771.89,280.78
12-Nov-2013,0.13,1.47,2.8,3.86,0.01,0.085,1767.69,278.17
13-Nov-2013,0.13,1.41,2.75,3.83,0.01,0.085,1782,280.46
14-Nov-2013,0.13,1.34,2.69,3.79,0,0.085,1790.62,282.83
15-Nov-2013,0.13,1.36,2.71,3.8,0,0.085,1798.18,284.25
18-Nov-2013,0.13,1.33,2.67,3.76,0,0.085,1791.53,284.08
19-Nov-2013,0.14,1.37,2.71,3.8,0,0.085,1787.87,284.59
20-Nov-2013,0.12,1.39,2.8,3.9,0,0.085,1781.37,283.58
21-Nov-2013,0.12,1.38,2.79,3.89,0,0.085,1795.85,287.7
22-Nov-2013,0.12,1.37,2.75,3.84,0,0.085,1804.76,289.05
25-Nov-2013,0.14,1.37,2.74,3.83,0,0.085,1802.48,289.3
26-Nov-2013,0.13,1.34,2.71,3.8,0,0.085,1802.75,289.11
27-Nov-2013,0.13,1.36,2.74,3.81,0,0.085,1807.23,290.07
28-Nov-2013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29-Nov-2013,0.13,1.37,2.75,3.82,0.02,0.085,1805.81,288.92
02-Dec-2013,0.13,1.43,2.81,3.86,0,0.09,1800.9,288.32
03-Dec-2013,0.13,1.4,2.79,3.84,0.01,0.095,1795.15,285.67
04-Dec-2013,0.14,1.45,2.84,3.9,0.01,0.095,1792.81,286.31
05-Dec-2013,0.13,1.49,2.88,3.92,0.01,0.095,1785.03,283.71
06-Dec-2013,0.13,1.51,2.88,3.9,0,0.09,1805.09,287.68
09-Dec-2013,0.13,1.5,2.86,3.88,0,0.09,1808.37,288.74
10-Dec-2013,0.14,1.46,2.81,3.83,0,0.09,1802.62,287.82
11-Dec-2013,0.13,1.5,2.86,3.87,0.01,0.09,1782.22,283.66
12-Dec-2013,0.14,1.55,2.89,3.91,0,0.09,1775.5,283.64
13-Dec-2013,0.14,1.55,2.88,3.88,0.01,0.09,1775.32,284.01
16-Dec-2013,0.13,1.55,2.89,3.9,0,0.09,1786.54,285.57
17-Dec-2013,0.14,1.52,2.85,3.88,0,0.09,1781,283.88
18-Dec-2013,0.13,1.55,2.89,3.9,0.01,0.095,1810.65,290.54
19-Dec-2013,0.13,1.63,2.94,3.91,0.01,0.095,1809.6,290.11
20-Dec-2013,0.13,1.66,2.89,3.82,0.01,0.095,1818.32,291.44
23-Dec-2013,0.14,1.68,2.94,3.85,0.01,0.095,1827.99,293.15
24-Dec-2013,0.14,1.73,2.99,3.9,0.02,0.095,1833.32,293.68
25-Dec-2013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26-Dec-2013,0.13,1.74,3,3.92,0.02,0.095,1842.02,294.15
27-Dec-2013,0.12,1.74,3.02,3.94,0.02,0.095,1841.4,293.91
30-Dec-2013,0.13,1.71,2.99,3.9,NaN,NaN,1841.07,293.54
31-Dec-2013,0.13,1.75,3.04,3.96,0.02,0.095,1848.36,294.71
01-Jan-2014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
02-Jan-2014,0.13,1.72,3,3.92,0.02,0.095,1831.98,293.1
03-Jan-2014,0.13,1.73,3.01,3.93,0.02,0.095,1831.37,294.99
06-Jan-2014,0.12,1.7,2.98,3.9,0.02,0.095,1826.77,295.42
07-Jan-2014,0.13,1.69,2.96,3.88,0.02,0.09,1837.88,295.54
08-Jan-2014,0.13,1.77,3.01,3.9,0.02,0.09,1837.49,296.53
09-Jan-2014,0.13,1.75,2.97,3.88,0.02,0.09,1838.13,297.52
10-Jan-2014,0.12,1.64,2.88,3.8,0.02,0.09,1842.37,297.12
13-Jan-2014,0.11,1.6,2.84,3.77,0.02,0.085,1819.2,292.71
14-Jan-2014,0.11,1.65,2.88,3.8,0.02,0.085,1838.88,295.01
15-Jan-2014,0.13,1.68,2.9,3.81,0.02,0.085,1848.38,298.51
16-Jan-2014,0.11,1.66,2.86,3.77,0.02,0.085,1845.89,296.67
17-Jan-2014,0.11,1.64,2.84,3.75,0.01,0.08,1838.7,295.62
20-Jan-2014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21-Jan-2014,0.12,1.67,2.85,3.74,0.01,0.08,1843.8,295.86
22-Jan-2014,0.11,1.72,2.87,3.75,0.01,0.08,1844.86,296.16
23-Jan-2014,0.11,1.62,2.79,3.68,0.01,0.08,1828.46,291.2
24-Jan-2014,0.11,1.58,2.75,3.64,0.01,0.08,1790.29,284.53
27-Jan-2014,0.11,1.61,2.78,3.67,0.01,0.08,1781.56,282.75
28-Jan-2014,0.11,1.59,2.77,3.68,0.01,0.08,1792.5,286.3
29-Jan-2014,0.11,1.52,2.69,3.62,0.01,0.08,1774.2,283.27
30-Jan-2014,0.1,1.55,2.72,3.65,0.02,0.09,1794.19,287.01
31-Jan-2014,0.1,1.49,2.67,3.61,0.02,0.085,1782.59,283.73
03-Feb-2014,0.11,1.44,2.61,3.55,NaN,NaN,1741.89,276.7
04-Feb-2014,0.12,1.46,2.64,3.59,0.02,0.085,1755.2,279.33
05-Feb-2014,0.12,1.5,2.7,3.66,0.02,0.085,1751.64,278.96
06-Feb-2014,0.13,1.52,2.73,3.67,0.02,0.085,1773.43,283.1
07-Feb-2014,0.12,1.47,2.71,3.67,0.03,0.085,1797.02,286.68
10-Feb-2014,0.12,1.48,2.7,3.66,0.02,0.085,1799.84,287.03
11-Feb-2014,0.12,1.54,2.75,3.69,0.02,0.08,1819.75,289.85
12-Feb-2014,0.12,1.59,2.8,3.72,0.01,0.08,1819.26,289.69
13-Feb-2014,0.12,1.51,2.73,3.7,0.02,0.08,1829.83,290.78
14-Feb-2014,0.11,1.53,2.75,3.69,0.02,0.08,1838.63,291.21
17-Feb-2014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18-Feb-2014,0.12,1.5,2.71,3.68,0,0.075,1840.76,291.69
19-Feb-2014,0.11,1.53,2.73,3.71,0,0.075,1828.75,287.92
20-Feb-2014,0.12,1.57,2.76,3.73,0,0.075,1839.78,288.63
21-Feb-2014,0.12,1.56,2.73,3.69,0,0.075,1836.25,288.72
24-Feb-2014,0.11,1.57,2.75,3.7,0,0.075,1847.61,291.13
25-Feb-2014,0.11,1.53,2.7,3.66,0,0.075,1845.12,289.33
26-Feb-2014,0.11,1.5,2.67,3.63,0,0.075,1845.16,288.96
27-Feb-2014,0.11,1.49,2.65,3.6,0,0.075,1854.29,290.55
28-Feb-2014,0.12,1.51,2.66,3.59,0.02,0.075,1859.45,292.07
03-Mar-2014,0.12,1.46,2.6,3.55,0,0.075,1845.73,289.51
04-Mar-2014,0.12,1.54,2.7,3.64,0,0.075,1873.91,295.28
05-Mar-2014,0.13,1.54,2.7,3.64,-0.01,0.075,1873.81,297.36
06-Mar-2014,0.12,1.57,2.74,3.68,-0.01,0.075,1877.03,299.38
07-Mar-2014,0.13,1.65,2.8,3.72,-0.01,0.075,1878.04,300.87
10-Mar-2014,0.12,1.64,2.79,3.73,-0.01,0.075,1877.17,300.99
11-Mar-2014,0.13,1.62,2.77,3.7,-0.01,0.075,1867.63,298.79
12-Mar-2014,0.12,1.59,2.73,3.66,0,0.077,1868.2,298.43
13-Mar-2014,0.12,1.53,2.66,3.6,0,0.077,1846.34,294.97
14-Mar-2014,0.12,1.55,2.65,3.59,0,0.077,1841.13,293.31
17-Mar-2014,0.13,1.58,2.7,3.63,0,0.077,1858.83,296.36
18-Mar-2014,0.13,1.56,2.68,3.62,0,0.077,1872.25,297.79
19-Mar-2014,0.15,1.75,2.78,3.66,0,0.077,1860.77,297.35
20-Mar-2014,0.14,1.73,2.79,3.67,0.01,0.09,1872.01,302.25
21-Mar-2014,0.14,1.73,2.75,3.61,0.01,0.09,1866.52,302.29
24-Mar-2014,0.14,1.76,2.74,3.57,0,0.09,1857.44,301.61
25-Mar-2014,0.13,1.76,2.75,3.59,0,0.09,1865.62,301.64
26-Mar-2014,0.12,1.7,2.71,3.55,0.01,0.09,1852.56,298.79
27-Mar-2014,0.12,1.7,2.69,3.52,0.01,0.09,1849.04,297.06
28-Mar-2014,0.13,1.74,2.73,3.55,0.01,0.09,1857.62,298.23
31-Mar-2014,0.13,1.73,2.73,3.56,0.03,0.085,1872.34,301.06
01-Apr-2014,0.13,1.74,2.77,3.6,0.01,0.085,1885.52,302.22
02-Apr-2014,0.12,1.8,2.82,3.65,0,0.085,1890.9,302.58
03-Apr-2014,0.11,1.79,2.8,3.62,0.01,0.085,1888.77,302.25
04-Apr-2014,0.11,1.71,2.74,3.59,0.01,0.085,1865.09,298.76
07-Apr-2014,0.11,1.68,2.71,3.56,0,0.085,1845.04,294.32
08-Apr-2014,0.11,1.67,2.69,3.54,0.01,0.085,1851.96,294.69
09-Apr-2014,0.1,1.65,2.71,3.57,0.01,0.085,1872.18,297.22
10-Apr-2014,0.09,1.59,2.65,3.52,0.01,0.085,1833.08,290.22
11-Apr-2014,0.09,1.58,2.63,3.48,0,0.085,1815.69,286.83
14-Apr-2014,0.1,1.61,2.65,3.48,0,0.085,1830.61,289.1
15-Apr-2014,0.11,1.63,2.64,3.46,-0.02,0.085,1842.98,291.67
16-Apr-2014,0.11,1.67,2.65,3.45,0,0.085,1862.31,294.18
17-Apr-2014,0.11,1.75,2.73,3.52,0,0.085,1864.85,294.43
18-Apr-2014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21-Apr-2014,0.11,1.74,2.73,3.52,-0.02,0.085,1871.89,294.32
22-Apr-2014,0.11,1.76,2.73,3.5,-0.02,0.085,1879.55,296.36
23-Apr-2014,0.11,1.73,2.7,3.47,-0.01,0.09,1875.39,297.07
24-Apr-2014,0.1,1.74,2.7,3.46,-0.01,0.09,1878.61,296.82
25-Apr-2014,0.11,1.72,2.68,3.45,0,0.09,1863.4,294.32
28-Apr-2014,0.1,1.73,2.7,3.47,0,0.09,1869.43,292.68
29-Apr-2014,0.11,1.74,2.71,3.49,-0.01,0.09,1878.33,295.45
30-Apr-2014,0.11,1.69,2.67,3.47,0,0.09,1883.95,296.13
01-May-2014,0.1,1.66,2.63,3.41,0.01,0.095,1883.68,296.32
02-May-2014,0.1,1.67,2.6,3.37,0.01,0.095,1881.14,296.32
05-May-2014,0.11,1.68,2.63,3.41,0.01,0.095,1884.66,295.07
06-May-2014,0.1,1.68,2.61,3.38,0.01,0.095,1867.72,290.95
07-May-2014,0.1,1.65,2.62,3.4,0.02,0.095,1878.21,294.67
